Wall time,Step,Value
1691316582.2041223,25,86.34194946289062
1691316856.3867664,55,58.86687469482422
1691316986.3780851,70,48.067893981933594
1691317027.9189773,75,48.055572509765625
1691317149.574456,90,43.22489547729492
1691317375.5776045,120,35.56185531616211
1691318967.3619623,180,34.926937103271484
1691319114.6493285,200,28.602397918701172
1691319187.3790126,210,30.69027328491211
1691319260.854946,220,27.88198471069336
1691319297.4496844,225,25.906339645385742
1691319370.7864697,235,26.663734436035156
1691320696.5680883,265,28.017711639404297
1691320732.073874,270,30.71550178527832
1691320767.8933704,275,29.602785110473633
1691320804.2248635,280,28.554922103881836
1691321119.8117678,325,24.36397361755371
1691321223.2347696,340,19.523387908935547
1691321327.6856573,355,19.035655975341797
1691321363.0475407,360,20.25039291381836
1691321397.6623025,365,19.139249801635742
1691321431.777645,370,20.39044189453125
1691322659.9181142,395,19.66480255126953
1691322936.8770268,435,24.76580238342285
1691323183.0415857,470,23.39972496032715
1691324523.515393,510,24.277734756469727
1691324628.8139627,525,23.161867141723633
1691324663.5933013,530,22.916629791259766
1691324904.6653407,565,18.585708618164062
1691325078.0025198,590,16.768901824951172
1691326305.4912255,630,18.77890396118164
1691326405.7138066,645,18.008569717407227
1691326439.5545466,650,16.52680206298828
1691326745.2821343,695,13.403366088867188
1691326813.492129,705,15.585454940795898
1691326848.999215,710,16.23942756652832
1691326883.7340136,715,15.215456008911133
1691328177.1832438,750,16.156057357788086
1691328344.911902,775,14.039817810058594
1691328411.1593962,785,15.282608032226562
1691328445.4851115,790,16.18798828125
1691328579.8833005,810,16.52918815612793
1691328748.9762077,835,13.423768043518066
1691328782.8740954,840,12.892651557922363
1691328883.1469758,855,11.532857894897461
1691330109.6642551,885,12.587566375732422
1691330143.5510285,890,12.553112030029297
1691330208.8050356,900,13.295130729675293
1691330309.068529,915,13.648731231689453
1691330374.2263844,925,12.946331024169922
1691330407.6815605,930,14.7885103225708
1691330472.9872887,940,12.613986015319824
1691330539.121532,950,13.39123821258545
1691330571.9265492,955,12.773907661437988
1691330804.0059974,990,12.43891429901123
1691332046.2173262,1030,13.630873680114746
1691332078.9899666,1035,12.815227508544922
1691332112.0114942,1040,12.332725524902344
1691332243.0399404,1060,12.516459465026855
1691332573.28788,1110,11.512145042419434
1691332606.7837257,1115,12.099226951599121
1691333655.8986552,1125,11.272394180297852
1691333786.860599,1145,11.411394119262695
1691333885.852759,1160,16.964136123657227
1691333919.5786164,1165,15.263556480407715
1691333952.835796,1170,15.293173789978027
1691334052.1729622,1185,12.810068130493164
1691334440.9123344,1245,10.376781463623047
1691335603.7824771,1275,11.00969409942627
1691335705.2343426,1290,10.246600151062012
1691335770.7819223,1300,10.378035545349121
1691335800.8151572,1305,10.253242492675781
1691335866.916057,1315,11.068689346313477
1691335997.9032407,1335,11.321073532104492
1691336128.7744575,1355,9.79015827178955
1691336193.1597924,1365,10.375329971313477
1691337224.7210288,1390,11.006534576416016
1691337672.4911816,1460,13.528288841247559
1691337836.638203,1485,11.755906105041504
1691337869.0210853,1490,10.519643783569336
1691338867.8554485,1510,11.151992797851562
1691338900.816754,1515,11.348340034484863
1691339027.4695022,1535,8.191890716552734
1691339059.675121,1540,9.35390853881836
1691339124.425516,1550,9.073562622070312
1691339211.7544358,1565,10.119256019592285
1691339371.7047153,1590,8.969247817993164
1691339403.7365386,1595,9.899953842163086
1691339434.6700153,1600,10.291507720947266
1691340480.0951562,1625,11.021469116210938
1691340512.1538136,1630,10.85897445678711
1691340545.008686,1635,9.842997550964355
1691340641.3578737,1650,8.98983383178711
1691340924.6600397,1695,10.062090873718262
1691340989.4336529,1705,9.565336227416992
1691341185.8222978,1735,9.351886749267578
